replication,apk,category,generating_script,option_under_investigation,true_positive,successful,time,total time,completed,category_precision,category_recall,category_fmeasure,is_tp,is_fp,is_fn,sum_tp,sum_fp,sum_fn,run_precision,run_recall,run_fmeasure,aliasalgo,aliasflowins,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,analyzeframeworks,implicit,maxcallbackspercomponent,maxcallbacksdepth,nocallbacks,noexceptions,nothischainreduction,pathalgo,pathspecificresults,onesourceatatime,onecomponentatatime,enablereflection,singlejoinpointabstraction,staticmode,taintwrapper,num_timeouts,tp,fp,fn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,13195,2785754,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,14272,3018046,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,20171,4483937,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,13848,2858805,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,14455,3021310,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,13848,2858805,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,13195,2785754,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection7.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,13848,2858805,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection3.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,21007,4483937,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection3.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,13006,3018046,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection3.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,18128,3021310,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection3.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,13006,3018046,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection3.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,15192,2785754,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection3.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,13006,3018046,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,19157,4483937,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,11390,2858805,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,13528,2785754,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,11390,2858805,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,12026,3021310,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,11390,2858805,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,19157,4483937,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,11258,3018046,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,13528,2785754,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,11258,3018046,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_dataflowsolverfins.xml,dataflowsolver,TRUE,TRUE,12026,3021310,1,1,0.444444444,0.615384615,1,0,0,95,21,67,0.818965517,0.586419753,0.683453237,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Reflection/Reflection2.apk,Reflection,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,FALSE,11258,3018046,1,1,0.111111111,0.2,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/AnonymousClass1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgorta.xml,cgalgo,TRUE,TRUE,24310,4497995,1,0.866666667,0.928571429,0.896551724,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/AnonymousClass1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgocha.xml,cgalgo,TRUE,FALSE,22623,4430031,1,0.833333333,0.714285714,0.769230769,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/AnonymousClass1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgorta.xml,cgalgo,TRUE,TRUE,18993,3034390,1,0.866666667,0.928571429,0.896551724,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/AnonymousClass1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgocha.xml,cgalgo,TRUE,FALSE,22623,4430031,1,0.833333333,0.714285714,0.769230769,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/AnonymousClass1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgorta.xml,cgalgo,TRUE,TRUE,14211,3066917,1,0.866666667,0.928571429,0.896551724,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/AnonymousClass1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgocha.xml,cgalgo,TRUE,FALSE,22623,4430031,1,0.833333333,0.714285714,0.769230769,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/RegisterGlobal1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgorta.xml,cgalgo,TRUE,TRUE,24053,4497995,1,0.866666667,0.928571429,0.896551724,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/RegisterGlobal1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgocha.xml,cgalgo,TRUE,FALSE,21100,4430031,1,0.833333333,0.714285714,0.769230769,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/RegisterGlobal1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgorta.xml,cgalgo,TRUE,TRUE,16204,3034390,1,0.866666667,0.928571429,0.896551724,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/RegisterGlobal1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgocha.xml,cgalgo,TRUE,FALSE,21100,4430031,1,0.833333333,0.714285714,0.769230769,0,0,1,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Callbacks/RegisterGlobal1.apk,Callbacks,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_cgalgorta.xml,cgalgo,TRUE,TRUE,13333,3066917,1,0.866666667,0.928571429,0.896551724,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
